country,presidential,legislative_type,elecrule,enep,month,day,year,fh_democracy
Malawi,0,1,1,4.02909003001672,5,21,2019,0
Mexico,0,3,12,3,7,2,2000,1
Mexico,0,3,12,3.19,7,6,2003,1
Mexico,0,3,12,3.42,7,2,2006,1
Mexico,0,3,12,3.77,7,5,2009,1
Mexico,0,3,12,6.251885,7,1,2012,0
Mexico,0,3,12,5.62426533034122,6,7,2015,0
Mexico,0,3,12,4.80535547256707,7,1,2018,0
Moldova,0,2,9,3.94493533028064,2,27,1994,0
Moldova,0,2,9,5.73,3,22,1998,0
Moldova,0,2,9,3.52,2,25,2001,0
Moldova,0,2,9,3.27,3,6,2005,0
Moldova,0,2,9,3.43,4,5,2009,0
Moldova,0,2,9,3.7,7,29,2009,0
Moldova,0,2,9,3.68,11,28,2010,0
Moldova,0,2,9,6.12655,11,30,2014,0
Moldova,0,3,12,4.23495908754249,2,24,2019,0
Mali,0,1,2,3.56,2,23,1992,1
Mali,0,1,2,"NA",4,13,1997,1
Mali,0,1,2,1.59,7,30,1997,1
Mali,0,1,2,"NA",7,14,2002,1
Mali,0,1,2,"NA",7,1,2007,1
Mali,0,1,2,3.871153,11,24,2013,0
Mali,0,1,2,NA,3,29,2020,0
Malta,0,2,10,2.39,3,28,1966,NA
Malta,0,2,10,2.04,6,14,1971,NA
Malta,0,2,10,2,9,18,1976,1
Malta,0,2,10,2,12,12,1981,0
Malta,0,2,10,2.01,5,9,1987,1
Malta,0,2,10,2.06,2,22,1992,1
Malta,0,2,10,2.06,10,26,1996,1
Malta,0,2,10,2.04,9,5,1998,1
Malta,0,2,10,2.02,4,12,2003,1
Malta,0,2,10,2.08,3,8,2008,1
Malta,0,2,10,2.04868494913115,3,9,2013,1
Malta,0,2,10,2.02577597348664,6,3,2017,1
Montenegro,0,2,9,3.36796794395055,9,10,2006,0
Montenegro,0,2,9,3.19867958506728,3,29,2009,1
Montenegro,0,2,9,3.55277207705892,10,14,2012,1
Montenegro,0,2,9,4.1618262892828,10,16,2016,0
Montenegro,0,2,9,3.96386241766513,8,30,2020,0
Mongolia,0,1,5,2.71,6,28,1992,1
Mongolia,0,1,2,2.58,6,30,1996,1
Mongolia,0,1,2,3.24,7,2,2000,1
Mongolia,0,1,2,2.33,6,27,2004,1
Mongolia,0,1,5,2.26,6,29,2008,1
Mongolia,0,3,12,3.591077,6,28,2012,1
Mongolia,0,1,1,2.890675,6,29,2016,1
Mongolia,0,1,5,3.48004022926505,6,24,2020,1
Marshall Islands,0,1,1,NA,11,18,1991,1
Marshall Islands,0,1,1,NA,11,20,1995,1
Marshall Islands,0,1,1,NA,11,22,1999,1
Marshall Islands,0,1,1,NA,11,17,2003,1
Marshall Islands,0,1,1,NA,11,19,2007,1
Marshall Islands,0,1,1,NA,11,21,2011,1
Marshall Islands,0,1,1,NA,11,16,2015,1
Marshall Islands,0,1,1,NA,11,18,2019,1
Myanmar,0,1,5,"NA",10,16,1951,NA
Myanmar,0,1,5,3.05,4,27,1956,NA
Myanmar,0,1,5,2.41,2,6,1960,NA
Mozambique,0,2,9,2.91083342924529,10,27,1994,0
Mozambique,0,2,9,2.5733858225124,12,3,1999,0
Nauru,0,1,4,NA,date unknown,date unknown,1971,NA
Nauru,0,1,4,NA,date unknown,date unknown,1973,1
Nauru,0,1,4,NA,12,18,1976,1
Nauru,0,1,4,NA,11,12,1977,1
Nauru,0,1,4,NA,12,6,1980,1
Nauru,0,1,4,NA,12,3,1983,1
Nauru,0,1,4,NA,12,6,1986,1
Nauru,0,1,4,NA,1,24,1987,1
Nauru,0,1,4,NA,12,9,1989,1
Nauru,0,1,4,NA,11,14,1992,1
Nauru,0,1,4,NA,11,18,1995,1
Nauru,0,1,4,NA,4,8,2000,1
Nauru,0,1,4,NA,5,3,2003,1
Nauru,0,1,4,NA,10,23,2004,1
Nauru,0,1,4,NA,4,26,2008,1
Nauru,0,1,4,NA,4,24,2010,1
Nauru,0,1,4,NA,6,19,2010,1
Nauru,0,1,4,NA,6,8,2013,1
Nauru,0,1,4,NA,7,9,2016,1
Nauru,0,1,4,NA,8,24,2019,1
Nepal,0,1,1,3.89,5,21,1991,1
Nepal,0,1,1,3.83,11,15,1994,0
Nepal,0,1,1,3.89,5,3,1999,0
Nepal,0,3,12,4.11893558301906,11,26,2017,0
New Zealand,0,1,1,2.01,11,27,1946,NA
New Zealand,0,1,1,2.03,11,30,1949,NA
New Zealand,0,1,1,1.99,9,1,1951,NA
New Zealand,0,1,1,2.48,11,13,1954,NA
New Zealand,0,1,1,2.3,11,30,1957,NA
New Zealand,0,1,1,2.37,11,26,1960,NA
New Zealand,0,1,1,2.39,11,30,1963,NA
New Zealand,0,1,1,2.61,11,26,1966,NA
New Zealand,0,1,1,2.45,11,29,1969,NA
New Zealand,0,1,1,2.43,11,25,1972,1
New Zealand,0,1,1,2.55,11,29,1975,1
New Zealand,0,1,1,2.87,11,25,1978,1
New Zealand,0,1,1,2.89,11,28,1981,0
New Zealand,0,1,1,2.99,7,14,1984,1
New Zealand,0,1,1,2.34,8,15,1987,1
New Zealand,0,1,1,2.78,10,27,1990,1
New Zealand,0,1,1,3.52,11,6,1993,1
New Zealand,0,3,11,4.39,10,12,1996,1
New Zealand,0,3,11,3.86,11,27,1999,1
New Zealand,0,3,11,4.17,7,27,2002,1
New Zealand,0,3,11,3.04,9,17,2005,1
New Zealand,0,3,11,3.07,11,8,2008,1
New Zealand,0,3,11,3,11,26,2011,1
New Zealand,0,3,11,3.23978,9,20,2014,1
New Zealand,0,3,11,2.90524542060691,9,23,2017,1
New Zealand,0,3,11,3.03055098447449,10,17,2020,1
Nicaragua,0,2,9,2.08951822020187,11,4,1984,0
Nicaragua,0,2,9,2.18,2,25,1990,0
Nicaragua,0,2,9,2.92,10,20,1996,0
Nicaragua,0,2,9,2.18,11,4,2001,0
Nicaragua,0,2,9,3.44,11,5,2006,0
Nicaragua,0,2,9,2.11,11,6,2011,0
Nicaragua,0,2,9,2.13783,11,6,2016,0
Nigeria,0,1,1,3.91,12,30,1964,NA
Nigeria,0,1,1,3.71,7,7,1979,1
Nigeria,0,1,1,NA,8,27,1983,1
Nigeria,0,1,1,2.32,2,20,1999,0
Nigeria,0,1,1,2.61,4,12,2003,0
Nigeria,0,1,1,2.09,4,21,2007,0
Nigeria,0,1,1,"NA",4,9,2011,0
Nigeria,0,1,1,"NA",3,28,2015,0
Nigeria,0,1,1,2.51241964402632,2,23,2019,0
Niger,0,3,12,4.62,2,14,1993,0
Niger,0,3,12,"NA",1,12,1995,0
Niger,0,3,12,4.4,12,4,2004,0
Niger,0,3,12,4.89102502776635,1,31,2011,0
Niger,0,3,12,5.94280631318577,2,21,2016,0
Niger,0,3,12,6.08873231375481,12,27,2020,0
Norway,0,2,9,3.76,10,10,1949,NA
Norway,0,2,9,3.53,10,12,1953,NA
Norway,0,2,9,3.44,10,7,1957,NA
Norway,0,2,9,3.59,9,11,1961,NA
Norway,0,2,9,3.9,9,12,1965,NA
Norway,0,2,9,3.61,9,7,1969,NA
Norway,0,2,9,4.63,9,9,1973,1
Norway,0,2,9,3.85,9,11,1977,1
Norway,0,2,9,3.92,9,13,1981,0
Norway,0,2,9,3.63,9,8,1985,1
Norway,0,2,9,4.84,9,10,1989,1
Norway,0,2,9,4.74,9,12,1993,1
Norway,0,2,9,5.07,9,15,1997,1
Norway,0,2,9,6.18,9,10,2001,1
Norway,0,2,9,5.11,9,12,2005,1
Norway,0,2,9,4.55,9,14,2009,1
Norway,0,2,9,4.869237,9,9,2013,1
Norway,0,2,9,5.54084154301355,9,11,2017,1
Netherlands,0,2,9,4.68,5,16,1946,NA
Netherlands,0,2,9,4.98,7,7,1948,NA
Netherlands,0,2,9,4.99,6,25,1952,NA
Netherlands,0,2,9,4.26,6,13,1956,NA
Netherlands,0,2,9,4.46,3,12,1959,NA
Netherlands,0,2,9,4.79,5,15,1963,NA
Netherlands,0,2,9,6.2,2,15,1967,NA
Netherlands,0,2,9,7.09,4,28,1971,NA
Netherlands,0,2,9,6.85,11,29,1972,1
Netherlands,0,2,9,3.96,5,25,1977,1
Netherlands,0,2,9,4.56,5,26,1981,0
Netherlands,0,2,9,4.23,9,8,1982,1
Netherlands,0,2,9,3.77,5,21,1986,1
Netherlands,0,2,9,3.9,9,6,1989,1
Netherlands,0,2,9,5.7,5,3,1994,1
Netherlands,0,2,9,5.13,5,6,1998,1
Netherlands,0,2,9,6.04,5,15,2002,1
Netherlands,0,2,9,4.99,1,22,2003,1
Netherlands,0,2,9,5.8,11,22,2006,1
Netherlands,0,2,9,6.97,6,9,2010,1
Netherlands,0,2,9,5.944278,9,12,2012,1
Netherlands,0,2,9,8.53213200914645,3,15,2017,1
Pakistan,0,1,1,2.04,3,7,1977,0
Pakistan,0,1,1,3.57,11,16,1988,0
Pakistan,0,1,1,3.44,10,24,1990,0
Pakistan,0,1,1,3.2,10,6,1993,0
Pakistan,0,1,1,3.53,2,3,1997,0
Pakistan,0,1,1,4.68,2,18,2008,0
Pakistan,0,1,1,5.094375,5,11,2013,0
Pakistan,0,1,1,4.63140929153332,7,25,2018,0
Palau,0,1,1,NA,11,5,1996,1
Palau,0,1,1,NA,11,7,2000,1
Palau,0,1,1,NA,11,2,2004,1
Palau,0,1,1,NA,11,4,2008,1
Palau,0,1,1,NA,11,6,2012,1
Palau,0,1,1,1,11,1,2016,1
Palau,0,1,1,NA,11,3,2020,1
Panama,0,2,9,NA,5,11,1952,NA
Panama,0,2,9,NA,5,13,1956,NA
Panama,0,2,9,4.71,5,8,1960,NA
Panama,0,2,9,"NA",5,10,1964,NA
Panama,0,2,9,"NA",5,12,1968,NA
Panama,0,3,12,"NA",5,7,1989,0
Panama,0,3,12,8.64,5,8,1994,1
Panama,0,3,12,5.68,5,2,1999,1
Panama,0,3,12,4.46,5,2,2004,1
Panama,0,3,12,4.16,5,3,2009,1
Panama,0,3,12,3.833885,5,4,2014,1
Panama,0,3,12,4.84221637928113,5,5,2019,1
Paraguay,0,3,12,1.68,5,1,1989,0
Paraguay,0,2,9,2.81,5,9,1993,0
Paraguay,0,2,9,2.11,5,10,1998,0
Paraguay,0,2,9,4.23,4,27,2003,0
Paraguay,0,2,9,4.36,4,20,2008,0
Paraguay,0,2,9,3.800541,4,21,2013,0
Paraguay,0,2,9,3.87514289589429,4,22,2018,0
Peru,0,2,9,"NA",6,17,1956,NA
Peru,0,2,9,3.39,6,10,1962,NA
Peru,0,2,9,2.98,6,9,1963,NA
Peru,0,2,9,4.16,5,18,1980,1
Peru,0,2,9,3.02,4,14,1985,1
Peru,0,2,9,5.02,4,8,1990,0
Peru,0,2,9,6.6,4,8,2001,1
Peru,0,2,9,7.31,4,9,2006,1
Peru,0,2,9,5.71,4,10,2011,1
Peru,0,2,9,5.019402,4,10,2016,1
Peru,0,2,9,11.8246638839291,1,26,2020,0
Philippines,0,1,1,3.32,4,23,1946,NA
Philippines,0,1,1,2.44,11,9,1949,NA
Philippines,0,1,1,2.56,11,10,1953,NA
Philippines,0,1,1,2.14,11,12,1957,NA
Philippines,0,1,1,2.05,11,14,1961,NA
Philippines,0,1,1,2.26,11,9,1965,NA
Philippines,0,1,1,NA,5,11,1987,1
Philippines,0,1,1,4.52,5,11,1992,0
Philippines,0,1,1,4.69,5,8,1995,0
Philippines,0,3,11,3.1,5,11,1998,1
Philippines,0,3,11,"NA",5,14,2001,1
Philippines,0,3,11,"NA",5,10,2004,1
Philippines,0,3,11,"NA",5,14,2007,0
Philippines,0,3,11,"NA",5,10,2010,0
Philippines,0,3,11,3.33028,5,13,2013,0
Philippines,0,3,11,4.202423,5,9,2016,0
Philippines,0,3,11,5.92121947751988,5,13,2019,0
Papua New Guinea,0,1,1,4.02,6,18,1977,1
Papua New Guinea,0,1,1,5.08,6,5,1982,1
Papua New Guinea,0,1,1,4.63,6,13,1987,1
Papua New Guinea,0,1,1,2.38,6,13,1992,1
Papua New Guinea,0,1,1,2.51,6,14,1997,0
Papua New Guinea,0,1,1,"NA",6,15,2002,1
Papua New Guinea,0,1,3,"NA",6,30,2007,0
Papua New Guinea,0,1,3,NA,6,23,2012,0
Papua New Guinea,0,1,3,5.81675296983048,6,24,2017,0
Poland,0,2,9,13.86,10,27,1991,1
Poland,0,2,9,9.8,9,19,1993,1
Poland,0,2,9,4.59,9,21,1997,1
Poland,0,2,9,4.5,9,23,2001,1
Poland,0,2,9,5.86,9,25,2005,1
Poland,0,2,9,3.32,10,21,2007,1
Poland,0,2,9,3.72,10,9,2011,1
Poland,0,2,9,4.354661,10,25,2015,1
Poland,0,2,9,3.41317896662594,10,13,2019,1
Portugal,0,2,9,4,4,25,1976,1
Portugal,0,2,9,3,12,2,1979,1
Portugal,0,2,9,2.88,10,5,1980,1
Portugal,0,2,9,3.73,4,25,1983,1
Portugal,0,2,9,4.77,10,6,1985,1
Portugal,0,2,9,2.98,7,19,1987,1
Portugal,0,2,9,2.86,10,6,1991,1
Portugal,0,2,9,3.09,10,1,1995,1
Portugal,0,2,9,3.19,10,10,1999,1
Portugal,0,2,9,3.03,3,17,2002,1
Portugal,0,2,9,3.13,2,20,2005,1
Portugal,0,2,9,3.83,9,27,2009,1
Portugal,0,2,9,3.96,6,5,2011,1
Portugal,0,2,9,3.417507,10,4,2015,1
Portugal,0,2,9,3.98223921310953,10,6,2019,1
South Korea,0,1,1,2.52,6,29,1960,NA
South Korea,0,3,12,4.23,4,26,1988,1
South Korea,0,3,12,3.6,3,25,1992,1
South Korea,0,3,12,4.24,4,12,1996,1
South Korea,0,3,12,3.32,4,13,2000,1
South Korea,0,3,12,3.36,4,15,2004,1
South Korea,0,3,12,4.24,4,9,2008,1
South Korea,0,3,12,3.000966,4,11,2012,1
South Korea,0,3,12,4.005945,4,13,2016,1
South Korea,0,3,11,3.99677060934765,4,15,2020,1
Romania,0,2,9,2.21,5,20,1990,0
Romania,0,2,9,6.96,9,27,1992,0
Romania,0,2,9,6.06,11,3,1996,1
Romania,0,2,9,5.23,11,26,2000,1
Romania,0,2,9,3.9,11,28,2004,1
Romania,0,3,11,3.93,11,30,2008,1
Romania,0,3,11,2.5248,12,9,2012,1
Romania,0,2,9,3.7192,12,11,2016,1
Romania,0,2,9,5.90447318164663,12,6,2020,1
Russia,0,3,12,8.15354760856449,12,12,1993,0
Russia,0,3,12,10.9828497310026,12,17,1995,0
South Africa,0,2,9,2.24459837401294,4,26,1994,1
South Africa,0,2,9,2.16205931825946,6,2,1999,1
South Africa,0,2,9,1.96981844183422,4,14,2004,1
South Africa,0,2,9,2.12694455906312,4,22,2009,1
South Africa,0,2,9,2.26498514169747,4,7,2014,1
South Africa,0,2,9,2.57953047128409,4,8,2019,1
El Salvador,0,2,9,2.68,3,31,1985,0
El Salvador,0,2,9,2.75,3,20,1988,0
El Salvador,0,2,9,3.34,3,10,1991,0
El Salvador,0,2,9,3.48,3,20,1994,0
El Salvador,0,2,9,3.95,3,16,1997,1
El Salvador,0,2,9,3.68,3,12,2000,1
El Salvador,0,2,9,4.09,3,16,2003,1
El Salvador,0,2,9,3.03,3,12,2006,1
El Salvador,0,2,9,2.92,1,18,2009,1
El Salvador,0,2,9,3.230906,3,11,2012,1
El Salvador,0,2,9,3.299894,3,1,2015,1
El Salvador,0,2,9,3.83359601772179,3,4,2018,1
Senegal,0,3,12,3.27,4,29,2001,0
Senegal,0,3,12,2.04,6,3,2007,1
Senegal,0,3,12,3.133926,7,1,2012,1
Senegal,0,3,12,3.36513384819881,7,2,2017,1
Republic of Serbia,0,2,9,5.21226968283339,1,17,2007,1
Republic of Serbia,0,2,9,6.07489125944646,5,6,2012,1
Serbia,0,2,9,6.395661,5,6,2012,1
Republic of Serbia,0,2,9,3.37778498371908,3,16,2014,1
Serbia,0,2,9,3.562852,3,16,2014,1
Republic of Serbia,0,2,9,3.76126498864098,4,24,2016,1
Serbia,0,2,9,3.76227,4,24,2016,1
Republic of Serbia,0,2,9,2.62599938971774,6,21,2020,0
Sierra Leone,0,1,1,2.99,5,25,1962,NA
Sierra Leone,0,1,1,2.69,3,17,1967,NA
Sierra Leone,0,2,9,4.55,2,27,1996,0
Sierra Leone,0,1,1,1.89,5,14,2002,0
Sierra Leone,0,1,1,3.04,8,11,2007,0
Sierra Leone,0,1,1,2.264395,11,17,2012,1
Sierra Leone,0,1,1,3.0741327103091,3,7,2018,0
St. Kitts and Nevis,0,1,1,2.45,6,21,1984,1
St. Kitts and Nevis,0,1,1,2.77,3,21,1989,1
St. Kitts and Nevis,0,1,1,3.08,11,29,1993,1
St. Kitts and Nevis,0,1,1,2.65,7,3,1995,1
St. Kitts and Nevis,0,1,1,2.55,3,6,2000,1
St. Kitts and Nevis,0,1,1,2.7,10,25,2004,1
St. Kitts and Nevis,0,1,1,2.94,1,25,2010,1
St. Kitts and Nevis,0,1,1,3.728992,2,16,2015,1
St. Kitts and Nevis,0,1,1,3.84850735642181,6,5,2020,1
Slovakia,0,2,9,5.81,9,30,1994,1
Slovakia,0,2,9,5.26,9,25,1998,1
Slovakia,0,2,9,8.87,9,20,2002,1
Slovakia,0,2,9,6.11,6,17,2006,1
Slovakia,0,2,9,5.53,6,12,2010,1
Slovakia,0,2,9,4.180095,3,10,2012,1
Slovakia,0,2,9,7.244592,3,5,2016,1
Slovakia,0,2,9,6.98689956331878,2,29,2020,1
St. Lucia,0,1,1,1.97,7,2,1979,1
St. Lucia,0,1,1,2.4,5,3,1982,1
St. Lucia,0,1,1,2.32,4,6,1987,1
St. Lucia,0,1,1,2.21,4,30,1987,1
St. Lucia,0,1,1,1.97,4,27,1992,1
St. Lucia,0,1,1,1.95,5,23,1997,1
St. Lucia,0,1,1,2.18,12,3,2001,1
St. Lucia,0,1,1,2.01,12,11,2006,1
St. Lucia,0,1,1,2.08,11,28,2011,1
St. Lucia,0,1,1,2.020586,6,5,2016,1
St. Lucia,0,1,1,2.023681,6,6,2016,1
Slovenia,0,2,9,8.34,12,6,1992,1
Slovenia,0,2,9,6.32,11,10,1996,1
Slovenia,0,2,9,5.11,10,15,2000,1
Slovenia,0,2,9,6.02,10,3,2004,1
Slovenia,0,2,9,4.94,9,21,2008,1
Slovenia,0,2,9,5.47,12,4,2011,1
Slovenia,0,2,9,5.258011,7,13,2014,1
Slovenia,0,2,9,7.54591690436305,6,3,2018,1
San Marino,0,2,9,1.9536668372869,2,27,1949,NA
San Marino,0,2,9,3.09860376914163,9,16,1951,NA
San Marino,0,2,9,3.19474528295859,8,14,1955,NA
San Marino,0,2,9,3.24492007761849,9,13,1959,NA
San Marino,0,2,9,3.17176369091797,9,13,1964,NA
San Marino,0,2,9,3.41611724114372,9,7,1969,NA
San Marino,0,2,9,3.88823652920454,9,8,1974,1
San Marino,0,2,9,3.62460673016978,5,28,1978,0
San Marino,0,2,9,3.5936191698021,5,29,1983,0
San Marino,0,2,9,3.24692191802172,5,29,1988,0
San Marino,0,2,9,3.67572733454632,5,13,1993,1
San Marino,0,2,9,3.68,5,30,1993,1
San Marino,0,2,9,3.73,5,13,1998,1
San Marino,0,2,9,3.55,6,10,2001,1
San Marino,0,2,9,4.22,6,4,2006,1
San Marino,0,2,9,4.3,11,9,2008,1
San Marino,0,2,9,6.59,11,11,2012,1
San Marino,0,2,9,3.051776,11,20,2016,1
San Marino,0,2,9,4.9168801412128,12,8,2019,1
Solomon Islands,0,1,1,2.53,8,6,1980,1
Solomon Islands,0,1,1,4.19,10,24,1984,1
Solomon Islands,0,1,1,2.60730357878489,2,22,1989,1
Solomon Islands,0,1,1,5.22,5,26,1993,1
Solomon Islands,0,1,1,NA,8,6,1997,1
Solomon Islands,0,1,1,NA,12,5,2001,0
Solomon Islands,0,1,1,2.6,4,5,2006,0
Solomon Islands,0,1,1,2.17,8,4,2010,0
Solomon Islands,0,1,1,NA,11,19,2014,0
Solomon Islands,0,1,1,5.25077711501302,4,3,2019,1
Somalia,0,2,9,1.66269835991434,3,8,1959,NA
Somalia,0,1,1,2.74976077081294,2,17,1960,NA
Somalia,0,2,9,3.02,3,30,1964,NA
Somalia,0,2,9,"NA",3,26,1969,NA
Spain,0,2,9,4.29,6,15,1977,1
Spain,0,2,9,4.25,3,1,1979,1
Spain,0,2,9,3.18,10,28,1982,1
Spain,0,2,9,3.59,6,22,1986,1
Spain,0,2,9,4.08,10,29,1989,1
Spain,0,2,9,3.5,6,6,1993,1
Spain,0,2,9,3.27,3,3,1996,1
Spain,0,2,9,2.99,3,12,2000,1
Spain,0,2,9,3,3,14,2004,1
Spain,0,2,9,2.79,3,9,2008,1
Spain,0,2,9,3.426723,11,20,2011,1
Spain,0,2,9,5.820349,12,20,2015,1
Spain,0,2,9,5.00384,6,26,2016,1
Spain,0,2,9,6.64236976372028,11,10,2019,1
Sri Lanka,0,1,1,3.84,5,30,1952,NA
Sri Lanka,0,1,1,3.79,4,10,1956,NA
Sri Lanka,0,1,1,5.95,3,19,1960,NA
Sri Lanka,0,1,1,3.69,7,20,1960,NA
Sri Lanka,0,1,1,3.83,3,22,1965,NA
Sri Lanka,0,1,1,3.4,5,27,1970,NA
Sri Lanka,0,1,1,2.8,7,21,1977,1
Sri Lanka,0,2,9,2.74,2,15,1989,0
Sri Lanka,0,2,9,2.31,8,16,1994,0
Sri Lanka,0,2,9,2.7,10,10,2000,0
Sri Lanka,0,2,9,2.79,12,6,2001,0
Sri Lanka,0,2,9,2.78,4,2,2004,0
Sri Lanka,0,2,9,2.2,4,8,2010,0
Sri Lanka,0,2,9,2.545487,8,17,2015,0
Sri Lanka,0,2,9,2.44347025457368,8,5,2020,0
Sao Tome and Principe,0,2,9,2.51,1,20,1991,1
Sao Tome and Principe,0,2,9,3.2,10,2,1994,1
Sao Tome and Principe,0,2,9,2.74,11,8,1998,1
Sao Tome and Principe,0,2,9,2.76,3,3,2002,1
Sao Tome and Principe,0,2,9,3.78,3,26,2006,1
Sao Tome and Principe,0,2,9,3.26,8,1,2010,1
Sao Tome and Principe,0,2,9,2.87985172219453,10,7,2018,1
Sudan,0,1,1,"NA",3,8,1958,NA
Sudan,0,1,1,3.47732954999878,4,21,1965,NA
Sudan,0,1,1,3.69647504140052,4,12,1968,NA
Sudan,0,1,1,"NA",4,1,1986,0
Suriname,0,3,12,2.46,10,31,1977,1
Suriname,0,2,9,2.69,5,25,1991,0
Suriname,0,2,9,3.62,5,23,1996,0
Suriname,0,2,9,3.77,5,25,2000,1
Suriname,0,2,9,3.92,5,25,2005,1
Suriname,0,2,9,3.49,5,25,2010,1
Suriname,0,2,9,2.787633,5,25,2015,1
Suriname,0,2,9,4.16517414593104,5,25,2020,1
St.Vincent and the Grenadines,0,1,1,2.57,12,5,1979,1
St.Vincent and the Grenadines,0,1,1,2.28,7,25,1984,1
St.Vincent and the Grenadines,0,1,1,1.88,5,16,1989,1
St.Vincent and the Grenadines,0,1,1,2.48,2,21,1994,1
St.Vincent and the Grenadines,0,1,1,1.99,6,15,1998,1
St.Vincent and the Grenadines,0,1,1,2.05,3,28,2001,1
St.Vincent and the Grenadines,0,1,1,1.98,12,7,2005,1
St.Vincent and the Grenadines,0,1,1,2.01,12,13,2010,1
Saint Vincent and the Grenadines,0,1,1,2.007206,12,9,2015,1
Saint Vincent and the Grenadines,0,1,1,2.00390645532213,11,5,2020,1
Sweden,0,2,9,3.35,9,19,1948,NA
Sweden,0,2,9,3.28,9,21,1952,NA
Sweden,0,2,9,3.37,9,16,1956,NA
Sweden,0,2,9,3.31,6,1,1958,NA
Sweden,0,2,9,3.26,9,18,1960,NA
Sweden,0,2,9,3.42,9,20,1964,NA
Sweden,0,2,9,3.18,9,15,1968,NA
Sweden,0,2,9,3.49,9,20,1970,NA
Sweden,0,2,9,3.54,9,16,1973,1
Sweden,0,2,9,3.58,9,19,1976,1
Sweden,0,2,9,3.63,9,16,1979,1
Sweden,0,2,9,3.39,9,19,1982,1
Sweden,0,2,9,3.34,9,15,1985,1
Sweden,0,2,9,3.91,9,18,1988,1
Sweden,0,2,9,4.58,9,15,1991,1
Sweden,0,2,9,3.65,9,18,1994,1
Sweden,0,2,9,4.54,9,20,1998,1
Sweden,0,2,9,4.51,9,15,2002,1
Sweden,0,2,9,4.66,9,17,2006,1
Sweden,0,2,9,4.78,9,19,2010,1
Sweden,0,2,9,5.391562,9,14,2014,1
Sweden,0,2,9,5.69074230042567,9,9,2018,1
Switzerland,0,2,9,5.34,10,26,1947,NA
Switzerland,0,2,9,5.09,10,28,1951,NA
Switzerland,0,2,9,4.96,10,30,1955,NA
Switzerland,0,2,9,5.04,10,25,1959,NA
Switzerland,0,2,9,5,10,27,1963,NA
Switzerland,0,2,9,5.54,10,29,1967,NA
Switzerland,0,2,9,6.16,10,31,1971,NA
Switzerland,0,2,9,5.78,10,26,1975,1
Switzerland,0,2,9,5.5,10,21,1979,1
Switzerland,0,2,9,5.99,10,23,1983,1
Switzerland,0,2,9,6.8,10,18,1987,1
Switzerland,0,2,9,7.34,10,20,1991,1
Switzerland,0,2,9,6.82,10,29,1995,1
Switzerland,0,2,9,5.86,10,24,1999,1
Switzerland,0,2,9,5.44,10,19,2003,1
Switzerland,0,2,9,5.61,10,21,2007,1
Switzerland,0,2,9,6.35,10,23,2011,1
Switzerland,0,2,9,5.772872,10,18,2015,1
Switzerland,0,2,9,6.47894989180154,10,19,2019,1
Taiwan,0,3,12,3.14,12,5,1998,1
Taiwan,0,3,12,3.56,12,1,2001,1
Taiwan,0,3,12,3.36,12,11,2004,1
Taiwan,0,3,12,2.4,1,12,2008,1
Taiwan,0,3,12,3.032928,1,14,2012,1
Taiwan,0,3,12,3.576715,1,16,2016,1
Taiwan,0,3,12,3.98303228247665,1,11,2020,1
Thailand,0,1,5,10.3,1,26,1975,1
Thailand,0,1,5,6.95,4,4,1976,0
Thailand,0,1,5,5.72,4,18,1983,0
Thailand,0,1,5,7.97,7,27,1986,0
Thailand,0,1,5,9.75,7,24,1988,0
Thailand,0,1,5,6.6,3,22,1992,0
Thailand,0,1,5,6.7,9,13,1992,0
Thailand,0,1,5,6.81,7,2,1995,0
Thailand,0,1,5,4.61,11,17,1996,0
Thailand,0,3,12,3.74,1,6,2001,1
Thailand,0,3,12,2.24,2,6,2005,0
Thailand,0,3,12,2.76,7,3,2011,0
Trinidad and Tobago,0,1,1,2.51,11,7,1966,NA
Trinidad and Tobago,0,1,1,1.38,5,24,1971,NA
Trinidad and Tobago,0,1,1,2.65,9,13,1976,1
Trinidad and Tobago,0,1,1,2.82,11,9,1981,0
Trinidad and Tobago,0,1,1,1.84,12,15,1986,1
Trinidad and Tobago,0,1,1,2.88,12,16,1991,1
Trinidad and Tobago,0,1,1,2.22,11,6,1995,1
Trinidad and Tobago,0,1,1,2.15,12,11,2000,1
Trinidad and Tobago,0,1,1,2.15,12,10,2001,0
Trinidad and Tobago,0,1,1,2.09,10,7,2002,0
Trinidad and Tobago,0,1,1,2.84,11,5,2007,1
Trinidad and Tobago,0,1,1,1.95,5,24,2010,1
Trinidad and Tobago,0,1,1,2.33806,9,7,2015,1
Trinidad and Tobago,0,1,1,2.15347376853603,8,10,2020,1
Turkey,0,2,9,3.4,10,15,1961,NA
Turkey,0,2,9,2.7,10,10,1965,NA
Turkey,0,2,9,3.3,10,12,1969,NA
Turkey,0,2,9,4.3,10,14,1973,0
Turkey,0,2,9,3.12,6,5,1977,1
Turkey,0,2,9,2.85,11,6,1983,0
Turkey,0,3,12,4.12,11,29,1987,0
Turkey,0,3,12,4.68,10,20,1991,0
Turkey,0,2,9,6.14,12,24,1995,0
Turkey,0,2,9,6.76,4,18,1999,0
Turkey,0,2,9,5.25,11,3,2002,0
Turkey,0,2,9,3.47,7,22,2007,0
Turkey,0,2,9,2.89,6,12,2011,0
Turkey,0,2,9,2.980768,11,1,2015,0
